doi,references,subject,authors,affiliations,year,title,link,depth
10.1002/9781119865810,[],[],[],[],2022.0,Roadmapping Extended Reality,http://dx.doi.org/10.1002/9781119865810,1
10.1145/3145534,"[{'doi': '10.1109/93.848422'}, {'doi': '10.1080/13527250600604639'}, {'doi': '10.1145/2536853.2536878'}, {'doi': '10.1109/38.963459'}, {'doi': '10.1162/pres.1997.6.4.355'}, {'doi': '10.1109/DigitalHeritage.2013.6744840'}, {'doi': '10.1145/2611374'}, {'doi': '10.5194/isprsarchives-XL-5-W7-165-2015'}, {'doi': '10.1109/ISMAR.2004.23'}, {'doi': '10.1561/1100000049'}, {'doi': '10.1186/s13673-015-0040-3'}, {'doi': '10.1145/2968219.2974044'}, {'doi': '10.1016/j.culher.2009.02.006'}, {'doi': '10.1016/j.daach.2015.11.002'}, {'doi': '10.5194/isprsarchives-XLI-B5-931-2016'}, {'doi': '10.1007/s11042-010-0660-6'}, {'doi': '10.1016/j.culher.2010.04.001'}, {'doi': '10.1145/2503859.2503883'}, {'doi': '10.1016/j.compedu.2013.09.022'}, {'doi': '10.14257/ijsh.2014.8.1.23'}, {'doi': '10.1145/1631272.1631500'}, {'doi': '10.1145/1180495.1180523'}, {'doi': '10.1145/1367080.1367082'}, {'doi': '10.1155/2014/597476'}, {'doi': '10.1007/978-3-642-00437-7_3'}, {'doi': '10.1109/MMUL.2014.19'}, {'doi': '10.5194/isprsarchives-XL-5-W4-207-2015'}, {'doi': '10.1109/ISMAR-AMH.2012.6483992'}, {'doi': '10.1007/978-3-642-34234-9_79'}, {'doi': '10.1145/1178477.1178484'}, {'doi': '10.1145/2629485'}, {'doi': '10.1109/DigitalHeritage.2015.7419576'}, {'doi': '10.1504/IJWBC.2012.044682'}, {'doi': '10.1016/j.culher.2016.09.003'}, {'doi': '10.1145/584993.585011'}, {'doi': '10.1166/asl.2011.2043'}, {'doi': '10.1016/j.culher.2003.10.001'}, {'doi': '10.1016/j.tourman.2009.07.003'}, {'doi': '10.1145/584993.585008'}, {'doi': '10.1016/j.aasri.2013.10.011'}, {'doi': '10.1007/s11257-005-2304-5'}, {'doi': '10.1109/ISMAR.2012.6402563'}, {'doi': '10.1109/ISMAR.2012.6402563'}, {'doi': '10.1007/s10055-010-0176-4'}, {'doi': '10.1186/s12859-015-0611-3'}, {'doi': '10.1007/978-3-319-13969-2_21'}, {'doi': '10.1145/2535937'}, {'doi': '10.1016/j.eswa.2016.01.037'}, {'doi': '10.1007/s11042-011-0983-y'}, {'doi': '10.1007/978-3-319-13969-2_23'}, {'doi': '10.1145/1349026.1349034'}, {'doi': '10.1007/s11277-012-0758-4'}, {'doi': '10.1260/2047-4970.4.2.221'}, {'doi': '10.1109/ISAR.2000.880934'}, {'doi': '10.1145/2665072'}, {'doi': '10.1145/1670252.1670325'}, {'doi': '10.5772/51644'}, {'doi': '10.1007/s11036-013-0453-z'}, {'doi': '10.1145/1434763.1434768'}, {'doi': '10.1002/sdtp.11563'}, {'doi': '10.5555/3227248.3227581'}, {'doi': '10.1109/IV.2005.79'}, {'doi': '10.1007/978-3-319-13695-0_24'}, {'doi': '10.1145/2822899'}, {'doi': '10.1177/1470357206065527'}, {'doi': '10.1145/2611519'}, {'doi': '10.1080/15596893.2016.1142815'}, {'doi': '10.1007/978-3-319-18818-8_46'}, {'doi': '10.1109/ISMAR.2008.4637334'}, {'doi': '10.1145/2390867.2390871'}, {'doi': '10.1145/1900179.1900182'}, {'doi': '10.1007/978-3-642-03364-3_7'}, {'doi': '10.1145/2700428'}, {'doi': '10.1109/DigitalHeritage.2015.7413860'}, {'doi': '10.1007/978-3-319-13695-0_55'}, {'doi': '10.1109/DigitalHeritage.2015.7413911'}, {'doi': '10.5555/1348083.1348087'}, {'doi': '10.1109/VSMM.2012.6365903'}, {'doi': '10.1155/2013/487970'}, {'doi': '10.1016/j.daach.2016.06.002'}, {'doi': '10.1007/978-3-319-22888-4_3'}, {'doi': '10.1007/978-3-319-22888-4_4'}, {'doi': '10.1109/DigitalHeritage.2013.6744832'}, {'doi': '10.1111/j.1477-9730.2009.00549.x'}, {'doi': '10.5194/isprsarchives-XLI-B5-383-2016'}, {'doi': '10.1007/978-3-319-07464-1_8'}, {'doi': '10.1145/2637485'}, {'doi': '10.2307/j.ctt6wp7kg.15'}, {'doi': '10.1145/2611376'}, {'doi': '10.1162/105474600566808'}, {'doi': '10.1016/j.trpro.2014.10.029'}, {'doi': '10.5121/ijsea.2015.6101'}, {'doi': '10.1145/1878537.1878735'}, {'doi': '10.1145/503376.503379'}, {'doi': '10.1145/1900179.1900215'}, {'doi': '10.1561/1100000026'}, {'doi': '10.4304/jmm.7.2.211-216'}, {'doi': '10.1016/j.culher.2009.03.003'}, {'doi': '10.1016/j.ijhcs.2009.11.002'}, {'doi': '10.20870/IJVR.2010.9.2.2767'}, {'doi': '10.1109/ISM.2012.17'}, {'doi': '10.1007/978-3-319-13695-0_27'}, {'doi': '10.1145/584993.585015'}, {'doi': '10.1109/MIS.2009.31'}, {'doi': '10.1145/985040.985060'}, {'doi': '10.1007/s11432-009-0066-0'}, {'doi': '10.1109/ISMAR.2008.4637362'}, {'doi': '10.1007/s11633-009-0319-9'}, {'doi': '10.1109/VSMM.2009.35'}]","['Computer Graphics and Computer-Aided Design', 'Computer Science Applications', 'Information Systems', 'Conservation']","['Mafkereseb Kassahun Bekele', 'Roberto Pierdicca', 'Emanuele Frontoni', 'Eva Savina Malinverni', 'James Gain']","[[{'name': 'Computer Science Department, University of Cape Town and CIC, School of Media Culture and Creative Arts, Curtin University, Australia'}], [{'name': 'Universita Politecnica delle Marche, Italy'}], [{'name': 'Universita Politecnica delle Marche, Italy'}], [{'name': 'Universita Politecnica delle Marche, Italy'}], [{'name': 'Computer Science Department, University of Cape Town, South Africa'}]]",2018.0,"A Survey of Augmented, Virtual, and Mixed Reality for Cultural Heritage",http://dx.doi.org/10.1145/3145534,1
10.1007/s12553-018-0239-1,"[{'doi': '10.1007/s10803-017-3035-2'}, {'doi': '10.1007/s10488-017-0792-3'}, {'doi': '10.1108/S1479-354720170000010008'}, {'doi': '10.1016/j.jnca.2011.10.015'}, {'doi': '10.1080/02699052.2017.1292429'}, {'doi': '10.1080/08923640109527072'}, {'doi': '10.3109/14992027.2015.1128570'}, {'doi': '10.1109/IS3e.2012.6414954'}, {'doi': '10.1017/CBO9781139035668'}, {'doi': '10.2196/jmir.1510'}, {'doi': '10.1080/10400435.2011.567369'}, {'doi': '10.3233/NRE-2011-0650'}, {'doi': '10.1177/016264341102600103'}, {'doi': '10.1080/02763860903543130'}, {'doi': '10.1080/10400435.2011.648713'}, {'doi': '10.1080/10447318.2011.581894'}, {'doi': '10.1016/j.pmn.2011.08.008'}, {'doi': '10.3233/WOR-2012-1303'}, {'doi': '10.1186/1745-6215-13-233'}, {'doi': '10.1089/tmj.2011.0276'}, {'doi': '10.1177/0145482X1210601004'}, {'doi': '10.3233/TAD-130370'}, {'doi': '10.1016/j.tele.2012.03.004'}, {'doi': '10.1108/JAT-10-2012-0031'}, {'doi': '10.1007/s10643-012-0548-3'}, {'doi': '10.1007/s10803-012-1682-x'}, {'doi': '10.4017/gt.2013.11.3.001.00'}, {'doi': '10.1080/15228835.2013.857283'}, {'doi': '10.1016/j.compedu.2014.07.009'}, {'doi': '10.1017/S1041610214000088'}, {'doi': '10.1093/ageing/aft194'}, {'doi': '10.1002/mds.25903'}, {'doi': '10.1007/s10209-015-0418-z'}, {'doi': '10.3109/09638288.2015.1052578'}, {'doi': '10.1002/14651858.CD010508.pub2'}, {'doi': '10.1186/s12883-015-0420-3'}, {'doi': '10.3109/17518423.2014.945045'}, {'doi': '10.3109/09638288.2014.963708'}, {'doi': '10.1007/s13132-016-0371-y'}, {'doi': '10.1080/09687599.2016.1179172'}, {'doi': '10.1186/s12984-016-0204-z'}, {'doi': '10.1016/j.socscimed.2016.06.001'}, {'doi': '10.1007/s11116-014-9560-3'}, {'doi': '10.3389/fnhum.2016.00442'}, {'doi': '10.1186/s13063-015-1128-9'}, {'doi': '10.2522/ptj.20140258'}, {'doi': '10.1016/S0065-2458(04)64007-1'}, {'doi': '10.7551/mitpress/6699.001.0001'}, {'doi': '10.3109/17483107.2016.1167260'}]","['Biomedical Engineering', 'Applied Microbiology and Biotechnology', 'Bioengineering', 'Biotechnology']","['Mirfa Manzoor', 'Vivian Vimarlund']","[[], []]",2018.0,Digital technologies for social inclusion of individuals with disabilities,http://dx.doi.org/10.1007/s12553-018-0239-1,1
10.1016/j.daach.2022.e00238,"[{'doi': '10.1145/3145534'}, {'doi': '10.1007/s11042-019-08348-9'}, {'doi': '10.1007/s10055-021-00607-1'}, {'doi': '10.1007/s10055-019-00409-6'}, {'doi': '10.1007/978-3-030-87595-4_22'}, {'doi': '10.1016/j.culher.2021.02.005'}, {'doi': '10.1007/s10055-010-0176-4'}, {'doi': '10.1145/3377143'}, {'doi': '10.1162/105474698565686'}]","['Computer Science Applications', 'Archeology', 'Anthropology', 'Archeology']","['Lucio Tommaso De Paolis', 'Sofia Chiarello', 'Carola Gatto', 'Silvia Liaci', 'Valerio De Luca']","[[], [], [], [], []]",2022.0,Virtual reality for the enhancement of cultural tangible and intangible heritage: The case study of the Castle of Corsano,http://dx.doi.org/10.1016/j.daach.2022.e00238,1
10.3390/info13030122,"[{'doi': '10.1145/3145534'}, {'doi': '10.1145/3460657'}]",['Information Systems'],"['Lucio Tommaso De Paolis', 'Silvia Liaci', 'Giada Sumerano', 'Valerio De Luca']","[[], [], [], []]",2022.0,A Video Mapping Performance as an Innovative Tool to Bring to Life and Narrate a Pictorial Cycle,http://dx.doi.org/10.3390/info13030122,1
10.1109/ISMAR-AMH.2014.6935434,"[{'doi': '10.1145/2468356.2479573'}, {'doi': '10.1145/2317956.2318071'}, {'doi': '10.1093/oseo/instance.00006505'}, {'doi': '10.1145/1978942.1979209'}, {'doi': '10.1145/1753846.1753904'}, {'doi': '10.1109/ISMAR-AMH.2012.6483986'}, {'doi': '10.1145/365024.365114'}]",[],"['Alexis Clay', 'Gael Domenger', 'Julien Conan', 'Axel Domenger', 'Nadine Couture']","[[], [], [], [], []]",2014.0,"Integrating augmented reality to enhance expression, interaction &amp;amp; collaboration in live performances: A ballet dance case study",http://dx.doi.org/10.1109/ismar-amh.2014.6935434,1
10.23919/iLRN52045.2021.9459374,"[{'doi': '10.1007/s10055-019-00411-y'}, {'doi': '10.1016/j.jenvp.2020.101407'}, {'doi': '10.3389/fnhum.2018.00318'}, {'doi': '10.1007/978-3-642-23196-4_15'}, {'doi': '10.1016/S0160?2896(02)00116?2'}, {'doi': '10.1007/s00221-017-5063-8'}, {'doi': '10.1186/s41235-020-00214-9'}, {'doi': '10.1016/j.erap.2020.100570'}, {'doi': '10.1186/s41235-020-00238-1'}, {'doi': '10.3390/ijgi6090261'}, {'doi': '10.3390/ijgi8120539'}, {'doi': '10.3389/fnhum.2019.00240'}, {'doi': '10.1016/j.jenvp.2019.101369'}, {'doi': '10.3389/frobt.2019.00050'}, {'doi': '10.1016/j.future.2018.02.029'}, {'doi': '10.1080/13825585.2017.1305086'}, {'doi': '10.1111/jir.12331'}, {'doi': '10.1007/s41064-020-00104-1'}, {'doi': '10.23919/iLRN47897.2020.9155198'}, {'doi': '10.1559/15230406392107'}, {'doi': '10.1007/s00426-018-0972-0'}, {'doi': '10.1016/j.cogpsych.2005.08.003'}, {'doi': '10.1007/978-3-319-96385-3_17'}, {'doi': '10.3390/ijgi8030149'}, {'doi': '10.1007/978-3-319-47103-7_34'}, {'doi': '10.1177/1420326X20909490'}, {'doi': '10.1177/0018720811421171'}, {'doi': '10.1186/s41235-017-0057-4'}, {'doi': '10.3389/fpsyg.2020.01322'}, {'doi': '10.7551/mitpress/9811.001.0001'}, {'doi': '10.1109/VRW50115.2020.00232'}, {'doi': '10.3758/s13421-018-0811-y'}, {'doi': '10.3758/s13428-014-0556-x'}, {'doi': '10.1002/acp.3256'}, {'doi': '10.1080/15230406.2019.1595151'}, {'doi': '10.1089/cyber.2016.0399'}, {'doi': '10.1186/s41235-020-00213-w'}, {'doi': '10.3390/su13031084'}]",[],"['Bing Liu', 'Linfang Ding', 'Liqiu Meng']","[[], [], []]",2021.0,Spatial Learning with Extended Reality–—A Review of User Studies,http://dx.doi.org/10.23919/ilrn52045.2021.9459374,1
10.1108/LHT-09-2021-0301,"[{'doi': '10.1007/s00779-020-01373-8'}, {'doi': '10.1145/3145534'}, {'doi': '10.12700/APH.17.2.2020.2.14'}, {'doi': '10.1177/1527476410385478'}, {'doi': '10.1207/s15327841mpee0303_3'}, {'doi': '10.1016/j.compedu.2019.103600'}, {'doi': '10.1016/j.iheduc.2015.01.002'}, {'doi': '10.1111/1467-8721.ep10768783'}, {'doi': '10.1177/002224378101800104'}, {'doi': '10.1108/EBR-10-2013-0128'}, {'doi': '10.1145/3359590'}, {'doi': '10.1007/s11747-014-0403-8'}, {'doi': '10.1080/10494820.2013.817436'}, {'doi': '10.1162/pres.15.6.688'}, {'doi': '10.1007/978-3-319-28231-2_45'}, {'doi': '10.1016/j.culher.2020.10.005'}, {'doi': '10.1007/s11423-018-9581-2'}, {'doi': '10.1007/s10648-020-09586-2'}, {'doi': '10.1016/j.im.2016.10.004'}, {'doi': '10.1016/j.im.2014.02.010'}, {'doi': '10.1007/s11280-013-0266-9'}, {'doi': '10.1016/j.culher.2011.10.001'}, {'doi': '10.1080/13527258.2017.1339108'}, {'doi': '10.1016/j.cag.2019.06.002'}, {'doi': '10.1162/105474601300343603'}, {'doi': '10.1162/PRES_a_00084'}, {'doi': '10.3390/s20205851'}, {'doi': '10.1098/rstb.2009.0138'}, {'doi': '10.1162/pres.1997.6.6.603'}, {'doi': '10.1111/j.1460-2466.1992.tb00812.x'}, {'doi': '10.1016/j.emj.2016.06.003'}, {'doi': '10.1016/j.culher.2009.03.003'}, {'doi': '10.1016/j.ijhcs.2009.11.002'}, {'doi': '10.1007/s00779-019-01358-2'}, {'doi': '10.1145/3369394'}, {'doi': '10.1007/s00779-006-0101-8'}, {'doi': '10.1007/s11423-018-9625-7'}, {'doi': '10.1007/s10209-017-0591-3'}, {'doi': '10.1080/13683500.2020.1820454'}, {'doi': '10.3390/electronics10030363'}]","['Library and Information Sciences', 'Information Systems']",['Kun-Hung Cheng'],[[]],2021.0,"The structural relationships among spatial presence, situational interest and behavioral attitudes toward online virtual museum navigation: a PLS-SEM analysis",http://dx.doi.org/10.1108/lht-09-2021-0301,1
10.3390/brainsci11081067,"[{'doi': '10.1162/jocn_a_01635'}, {'doi': '10.3758/s13423-011-0182-x'}, {'doi': '10.1016/j.cub.2018.05.050'}, {'doi': '10.1016/j.neubiorev.2017.07.012'}, {'doi': '10.3233/JAD-201017'}, {'doi': '10.1016/j.arr.2014.04.004'}, {'doi': '10.3389/fnhum.2020.00131'}, {'doi': '10.1016/j.parkreldis.2016.12.020'}, {'doi': '10.3233/JAD-160592'}, {'doi': '10.1016/j.neubiorev.2017.11.016'}, {'doi': '10.3389/fpsyg.2015.00463'}, {'doi': '10.3389/fnagi.2015.00080'}, {'doi': '10.1186/s12888-019-2180-x'}, {'doi': '10.3389/fpsyg.2016.01839'}, {'doi': '10.3389/fpsyg.2021.671470'}, {'doi': '10.1016/j.rehab.2015.12.004'}, {'doi': '10.1037/neu0000435'}, {'doi': '10.1073/pnas.0801489105'}, {'doi': '10.3390/jcm8101516'}, {'doi': '10.3233/JAD-191218'}, {'doi': '10.1080/09602011.2015.1045910'}, {'doi': '10.1186/s12984-016-0204-z'}, {'doi': '10.3389/fnagi.2017.00240'}, {'doi': '10.4137/JEN.S40827'}, {'doi': '10.1017/S1041610220001131'}, {'doi': '10.1016/j.neuron.2019.08.012'}, {'doi': '10.1016/j.cub.2011.04.038'}, {'doi': '10.1162/jocn_a_00386'}, {'doi': '10.1007/s00426-017-0899-x'}, {'doi': '10.1007/s00426-020-01415-z'}, {'doi': '10.1146/annurev.psych.59.103006.093639'}, {'doi': '10.3389/fpsyg.2015.01525'}, {'doi': '10.1186/s41235-018-0092-9'}, {'doi': '10.3389/fpsyg.2015.00940'}, {'doi': '10.1038/ncomms14415'}, {'doi': '10.1163/22134808-20201445'}, {'doi': '10.3390/jcm8050620'}, {'doi': '10.3758/BF03192775'}, {'doi': '10.1162/jocn_a_01653'}, {'doi': '10.3389/fpsyg.2016.00010'}, {'doi': '10.1016/j.tics.2019.04.003'}, {'doi': '10.1016/j.neuropsychologia.2011.12.013'}, {'doi': '10.1016/j.cub.2018.04.057'}, {'doi': '10.1007/s00426-018-1015-6'}, {'doi': '10.1037/0003-066X.50.5.372'}, {'doi': '10.3390/brainsci10020058'}, {'doi': '10.3389/fpsyg.2018.02410'}, {'doi': '10.3389/fnhum.2019.00240'}, {'doi': '10.3389/fnagi.2015.00088'}, {'doi': '10.1007/s10339-015-0646-4'}, {'doi': '10.3389/fpsyg.2012.00507'}]",['General Neuroscience'],"['Cosimo Tuena', 'Silvia Serino', 'Elisa Pedroli', 'Marco Stramba-Badiale', 'Giuseppe Riva', 'Claudia Repetto']","[[], [], [], [], [], []]",2021.0,Building Embodied Spaces for Spatial Memory Neurorehabilitation with Virtual Reality in Normal and Pathological Aging,http://dx.doi.org/10.3390/brainsci11081067,1
10.3109/09638289709166530,"[{'doi': '10.1080/00140139308967941'}, {'doi': '10.1162/pres.1994.3.2.145'}, {'doi': '10.1111/j.1460-2466.1992.tb00815.x'}, {'doi': '10.3109/09638289609166328'}, {'doi': '10.1207/s15326969eco0701_2'}, {'doi': '10.1207/s15326969eco0701_1'}, {'doi': '10.1016/S0272-4944(05)80221-X'}, {'doi': '10.1177/001391659602800504'}, {'doi': '10.1518/001872097778667988'}, {'doi': '10.1080/0885625890040302'}, {'doi': '10.1016/B978-0-12-227748-1.50009-3'}, {'doi': '10.3109/03091907709162194'}, {'doi': '10.1109/72.182690'}, {'doi': '10.1016/0933-3657(94)90033-7'}, {'doi': '10.3109/02599148909166380'}, {'doi': '10.1162/pres.1992.1.3.295'}, {'doi': '10.1016/B978-0-12-227748-1.50027-5'}]",['Rehabilitation'],"['Paul N. Wilson', 'Nigel Foreman', 'Danaë Stanton']","[[], [], []]",1997.0,"Virtual reality, disability and rehabilitation",http://dx.doi.org/10.3109/09638289709166530,1
10.1080/10486800701605128,[],['Visual Arts and Performing Arts'],['Steve Dixon'],[[]],2007.0,"Space, Metamorphosis and Extratemporality in the Theatre of Robert Lepage",http://dx.doi.org/10.1080/10486800701605128,1
10.1016/0010-0285(86)90016-2,"[{'doi': '10.1037/h0076667'}, {'doi': '10.1037/0033-295X.85.4.249'}, {'doi': '10.2307/1129248'}, {'doi': '10.1177/001391657000200106'}, {'doi': '10.1037/0096-3445.108.1.92'}, {'doi': '10.1080/14640747908400714'}, {'doi': '10.2307/1128763'}, {'doi': '10.1016/0022-0965(80)90103-4'}, {'doi': '10.1016/0010-0277(74)90002-X'}, {'doi': '10.2307/1165952'}, {'doi': '10.1016/0010-0285(81)90007-4'}, {'doi': '10.3758/BF03197683'}, {'doi': '10.1016/0010-0285(76)90015-3'}, {'doi': '10.1016/0010-0285(75)90015-8'}, {'doi': '10.2307/1127837'}, {'doi': '10.1016/0010-0285(77)90004-4'}, {'doi': '10.1207/s15516709cog0103_2'}, {'doi': '10.1207/s15516709cog0202_3'}, {'doi': '10.1037/0096-3445.111.2.157'}, {'doi': '10.1037/h0043158'}, {'doi': '10.1016/0010-0285(76)90025-6'}, {'doi': '10.1037/0096-3445.106.3.226'}, {'doi': '10.1016/0022-0965(82)90030-3'}, {'doi': '10.3758/BF03198229'}, {'doi': '10.1037/h0034650'}, {'doi': '10.1016/S0022-5371(81)90381-9'}, {'doi': '10.1037/0033-295X.88.5.454'}, {'doi': '10.3758/BF03204374'}, {'doi': '10.1037/0033-295X.91.4.417'}, {'doi': '10.1016/S0065-2407(08)60007-5'}, {'doi': '10.1037/h0036351'}, {'doi': '10.1016/0010-0285(78)90006-3'}, {'doi': '10.1016/0010-0285(81)90019-0'}, {'doi': '10.1016/0010-0285(82)90019-6'}, {'doi': '10.1037/h0061626'}, {'doi': '10.1016/0010-0285(81)90016-5'}, {'doi': '10.1080/14640747908400713'}]","['Artificial Intelligence', 'Linguistics and Language', 'Developmental and Educational Psychology', 'Experimental and Cognitive Psychology', 'Neuropsychology and Physiological Psychology']",['Timothy P McNamara'],[[]],1986.0,Mental representations of spatial relations,http://dx.doi.org/10.1016/0010-0285(86)90016-2,1
10.3390/jcm8101516,"[{'doi': '10.1038/nrn3122'}, {'doi': '10.1111/j.1460-2466.1992.tb00812.x'}, {'doi': '10.1038/nrn1651'}, {'doi': '10.3389/fpsyt.2016.00164'}, {'doi': '10.1098/rstb.2009.0138'}, {'doi': '10.1089/cpb.2004.7.402'}, {'doi': '10.3758/BF03192775'}, {'doi': '10.1162/105474698565686'}, {'doi': '10.1145/333329.333344'}, {'doi': '10.1089/cyber.2017.0082'}, {'doi': '10.4103/1673-5374.131612'}, {'doi': '10.3389/frobt.2016.00074'}, {'doi': '10.3389/frobt.2014.00003'}, {'doi': '10.1145/1778765.1778829'}, {'doi': '10.3389/neuro.01.029.2009'}, {'doi': '10.1038/s41598-017-16121-x'}, {'doi': '10.1186/1743-0003-10-42'}, {'doi': '10.3389/fnagi.2017.00240'}, {'doi': '10.1007/s11920-017-0836-0'}, {'doi': '10.3390/jcm7030042'}, {'doi': '10.1002/erv.2538'}, {'doi': '10.2196/jmir.7898'}, {'doi': '10.3389/fnhum.2014.00993'}, {'doi': '10.7717/peerj.3508'}, {'doi': '10.1038/srep06431'}, {'doi': '10.3389/fnhum.2016.00053'}, {'doi': '10.3389/fneur.2018.00345'}, {'doi': '10.1016/j.neubiorev.2017.07.012'}, {'doi': '10.1016/j.mehy.2012.12.031'}, {'doi': '10.3233/JAD-150855'}, {'doi': '10.1016/j.neubiorev.2017.11.016'}, {'doi': '10.1016/j.neuron.2017.06.037'}, {'doi': '10.1038/nn.4658'}, {'doi': '10.1038/nrn2335'}, {'doi': '10.1037/0278-7393.31.5.1069'}, {'doi': '10.1098/rstb.2012.0510'}, {'doi': '10.1196/annals.1440.002'}, {'doi': '10.1093/brain/122.9.1613'}, {'doi': '10.1038/nrn2733'}, {'doi': '10.1073/pnas.0801489105'}, {'doi': '10.1186/s12984-016-0174-1'}, {'doi': '10.1093/ptj/89.9.873'}, {'doi': '10.1016/S0140-6736(07)61602-X'}, {'doi': '10.1007/BF00539600'}, {'doi': '10.1080/09638280310001616358'}, {'doi': '10.1080/13554794.2011.568499'}, {'doi': '10.1186/1743-0003-10-17'}, {'doi': '10.1016/j.yebeh.2013.11.014'}, {'doi': '10.1080/09602011.2015.1045910'}, {'doi': '10.1186/s12984-016-0204-z'}, {'doi': '10.4137/JEN.S40827'}, {'doi': '10.1080/09602011.2017.1409640'}, {'doi': '10.1080/1034912X.2016.1274022'}, {'doi': '10.1080/23279095.2017.1363040'}, {'doi': '10.1080/00207454.2017.1403915'}, {'doi': '10.1097/MD.0000000000013559'}, {'doi': '10.3389/fnagi.2018.00282'}, {'doi': '10.1186/s12911-016-0276-5'}, {'doi': '10.1162/pres.15.5.485'}, {'doi': '10.1080/21622965.2019.1576525'}, {'doi': '10.1080/10447319609526140'}, {'doi': '10.1037/neu0000435'}, {'doi': '10.1186/1472-6963-7-119'}, {'doi': '10.3758/s13423-011-0182-x'}, {'doi': '10.3389/fnagi.2014.00033'}, {'doi': '10.3758/BF03200735'}, {'doi': '10.3390/brainsci9030047'}, {'doi': '10.1016/j.jnma.2019.01.003'}, {'doi': '10.3389/fnagi.2018.00088'}]",['General Medicine'],"['Montana', 'Tuena', 'Serino', 'Cipresso', 'Riva']","[[], [], [], [], []]",2019.0,Neurorehabilitation of Spatial Memory Using Virtual Environments: A Systematic Review,http://dx.doi.org/10.3390/jcm8101516,1
10.1007/978-1-4419-1428-6,[],[],[],[],2012.0,Encyclopedia of the Sciences of Learning,http://dx.doi.org/10.1007/978-1-4419-1428-6,1
